chr	start	end	TargetGene	PctChange	Significant	Regulated	IncludeInModel	CustomTargetGeneTSS	strand	PrimaryTissue	NeighborhoodCellLine	PerturbMethod	Clonality	RNAReadoutMethod	Reference	Notes	Reason	nKO	semKO	nCtrl	semCtrl	lfcSE	padj	ClassAnnotation	nTests	PowerAtEffectSize=0.1	PowerAtEffectSize=0.2	PowerAtEffectSize=0.25	PowerAtEffectSize=0.5	CellType	TargetGeneTSS	region.id
chr19	49851005	49851525	FUT1	-0.00206762	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	46	0.0309543697806	970	0.00830142012224	NA	0.989608168769		171	0.640453277448	0.999749266451	0.999999767382	1	K562	NA	NA
chr19	49866745	49867291	FUT1	-0.0291615	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	95	0.0224964760735	970	0.00830142012224	NA	0.88839409719		171	0.940010968644	0.999999994832	1	1	K562	NA	NA
chr19	49891088	49891724	FUT1	-0.01918797	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	59	0.0282057624381	970	0.00830142012224	NA	0.989608168769		171	0.76717373612	0.999981916834	0.99999999725	1	K562	NA	NA
chr19	49895045	49895585	FUT1	-0.01507501	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	75	0.029947123301	970	0.00830142012224	NA	0.989608168769		171	0.896317723414	0.999996245393	0.999999999427	1	K562	NA	NA
chrX	46655945	46656445	GATA1	0.00261436	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	27	0.0463626303171	3858	0.00251616243117	NA	0.966121062391		285	0.796561839656	0.998573477811	0.999975465038	1	K562	NA	NA
chrX	46696085	46696605	GATA1	-0.0217246	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	71	0.0111355083989	3858	0.00251616243117	NA	0.966121062391		285	0.999999975305	1	1	1	K562	NA	NA
chrX	46696685	46697185	GATA1	0.00418408	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	45	0.024437271898	3858	0.00251616243117	NA	0.966121062391		285	0.983622827613	0.999999999728	1	1	K562	NA	NA
chrX	46697525	46698025	GATA1	-0.05518383	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	13	0.0323100178348	3858	0.00251616243117	NA	0.966121062391		285	0.644510688687	0.999726090752	0.999999711935	1	K562	NA	NA
chrX	46771460	46772025	GATA1	-0.03094785	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	54	0.00956806504392	3858	0.00251616243117	NA	0.966121062391		285	0.999999995312	1	1	1	K562	NA	NA
chrX	46773165	46773765	GATA1	-0.08099196	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	40	0.0196812328248	3858	0.00251616243117	NA	0.117928529966		285	0.993892572471	1	1	1	K562	NA	NA
chrX	46824385	46824885	GATA1	-0.07893221	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	13	0.0259911521094	3858	0.00251616243117	NA	0.754057073809		285	0.677564015705	0.999991084737	0.999999999727	1	K562	NA	NA
chrX	46837945	46838445	GATA1	-0.06680157	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	28	0.0145210173636	3858	0.00251616243117	NA	0.527542006862		285	0.99670859157	1	1	1	K562	NA	NA
chrX	46870105	46870645	GATA1	-0.03463526	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	16	0.0178128726678	3858	0.00251616243117	NA	0.966121062391		285	0.875314851041	0.99999999999	1	1	K562	NA	NA
chrX	46889645	46890165	GATA1	-0.05659444	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	15	0.0321573897853	3858	0.00251616243117	NA	0.953750080879		285	0.712235144041	0.999873968939	0.999999905717	1	K562	NA	NA
chrX	46907325	46907845	GATA1	-0.04680425	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	19	0.0159730477919	3858	0.00251616243117	NA	0.966121062391		285	0.9539984428	1	1	1	K562	NA	NA
chrX	46918825	46919345	GATA1	0.01787635	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	17	0.0467048117287	3858	0.00251616243117	NA	0.966121062391		285	0.687629250238	0.995694808047	0.999890553786	1	K562	NA	NA
chrX	46936185	46936705	GATA1	0.01331541	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	35	0.0335839202741	3858	0.00251616243117	NA	0.953750080879		285	0.914196054521	0.999992756556	0.999999997075	1	K562	NA	NA
chrX	46952565	46953065	GATA1	0.09732851	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	7	0.0548132205836	3858	0.00251616243117	NA	0.527542006862		285	0.358500519493	0.927853385154	0.991135206216	0.999999999998	K562	NA	NA
chrX	46988405	46988905	GATA1	-0.02443015	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	45	0.0150605539527	3858	0.00251616243117	NA	0.966121062391		285	0.999716663032	1	1	1	K562	NA	NA
chrX	46994945	46995465	GATA1	0.01734809	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	21	0.0447700407011	3858	0.00251616243117	NA	0.966121062391		285	0.751948554071	0.998197197281	0.999971610266	1	K562	NA	NA
chrX	47003725	47004866	GATA1	-0.00891666	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	136	0.0122105743449	3858	0.00251616243117	NA	0.966121062391		285	0.999999996866	1	1	1	K562	NA	NA
chrX	47049905	47050425	GATA1	-0.00702485	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	75	0.0195430027714	3858	0.00251616243117	NA	0.966121062391		285	0.999304940637	1	1	1	K562	NA	NA
chrX	47050785	47051285	GATA1	0.00487792	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	48	0.0318408011642	3858	0.00251616243117	NA	0.966121062391		285	0.953631352182	0.999999252848	0.99999999991	1	K562	NA	NA
chrX	47052845	47053450	GATA1	-0.03070158	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	44	0.0162531375389	3858	0.00251616243117	NA	0.966121062391		285	0.999229837738	1	1	1	K562	NA	NA
chrX	47056545	47057085	GATA1	0.00289164	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	56	0.0137270766505	3858	0.00251616243117	NA	0.966121062391		285	0.999981135255	1	1	1	K562	NA	NA
chrX	47077165	47077665	GATA1	-0.0216129	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	44	0.020701980632	3858	0.00251616243117	NA	0.966121062391		285	0.99368194892	1	1	1	K562	NA	NA
chrX	47077845	47078345	GATA1	0.00847218	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	55	0.0165675525285	3858	0.00251616243117	NA	0.953750080879		285	0.999670205801	1	1	1	K562	NA	NA
chrX	47092063	47093285	GATA1	-0.00736977	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	143	0.00970648252289	3858	0.00251616243117	NA	0.966121062391		285	1	1	1	1	K562	NA	NA
chrX	47124105	47124625	GATA1	0.00325602	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	19	0.0323801953796	3858	0.00251616243117	NA	0.966121062391		285	0.798329077955	0.999954740367	0.999999975404	1	K562	NA	NA
chrX	47144785	47145285	GATA1	0.05048929	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	5	0.0397243712792	3858	0.00251616243117	NA	0.966121062391		285	0.146920613947	0.928208746242	0.996723397722	1	K562	NA	NA
chrX	47171685	47172205	GATA1	-0.02622738	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	30	0.0238496546017	3858	0.00251616243117	NA	0.966121062391		285	0.959964958654	0.999999998391	1	1	K562	NA	NA
chrX	47180665	47181185	GATA1	-0.0307211	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	64	0.0174143459474	3858	0.00251616243117	NA	0.966121062391		285	0.999683307178	1	1	1	K562	NA	NA
chrX	47221385	47221925	GATA1	-0.01048536	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	43	0.015265357958	3858	0.00251616243117	NA	0.981242852345		285	0.99956910418	1	1	1	K562	NA	NA
chrX	47225545	47226065	GATA1	-0.02910088	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	50	0.0127671629799	3858	0.00251616243117	NA	0.966121062391		285	0.999988446863	1	1	1	K562	NA	NA
chrX	47239665	47240165	GATA1	0.04359503	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	12	0.047617113622	3858	0.00251616243117	NA	0.858038166634		285	0.569498867917	0.988464531695	0.999551261369	1	K562	NA	NA
chrX	47243805	47244325	GATA1	0.00749605	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	29	0.0228668603114	3858	0.00251616243117	NA	0.966121062391		285	0.962662530696	0.999999999559	1	1	K562	NA	NA
chrX	47341785	47342364	GATA1	0.01236272	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	58	0.0180911232883	3858	0.00251616243117	NA	0.858038166634		285	0.999271426847	1	1	1	K562	NA	NA
chrX	47342365	47342918	GATA1	0.01456442	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	76	0.023847658429	3858	0.00251616243117	NA	0.725000035105		285	0.995705560502	0.999999999995	1	1	K562	NA	NA
chrX	47343205	47343725	GATA1	-0.00550975	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	15	0.0348241831453	3858	0.00251616243117	NA	0.966121062391		285	0.69735685367	0.999638775505	0.999999256466	1	K562	NA	NA
chrX	47382685	47383225	GATA1	-0.02350761	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	63	0.0119115998292	3858	0.00251616243117	NA	0.966121062391		285	0.999999575993	1	1	1	K562	NA	NA
chrX	47400485	47400985	GATA1	-0.0701482	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	26	0.026637859132	3858	0.00251616243117	NA	0.527542006862		285	0.920486352206	0.999999866787	0.999999999999	1	K562	NA	NA
chrX	47401485	47402065	GATA1	0.08284683	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	22	0.0705196169885	3858	0.00251616243117	NA	0.0865655797852		285	0.672856134977	0.968906280569	0.994966634048	0.999999999521	K562	NA	NA
chrX	47419285	47419945	GATA1	-0.06731496	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	14	0.043525855803	3858	0.00251616243117	NA	0.858038166634		285	0.635694586759	0.995862394703	0.999923901666	1	K562	NA	NA
chrX	47420245	47421145	GATA1	0.00170937	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	124	0.0176011135048	3858	0.00251616243117	NA	0.953750080879		285	0.999966066231	1	1	1	K562	NA	NA
chrX	47421905	47422425	GATA1	0.01644678	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	41	0.0244543572482	3858	0.00251616243117	NA	0.883416821154		285	0.9795031181	0.999999999506	1	1	K562	NA	NA
chrX	47422665	47423645	GATA1	-0.02128281	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	34	0.0441931321848	3858	0.00251616243117	NA	0.966121062391		285	0.845380505685	0.999473476068	0.999994723592	1	K562	NA	NA
chrX	47432085	47432625	GATA1	-0.00231073	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	60	0.0165295055841	3858	0.00251616243117	NA	0.966121062391		285	0.999784915272	1	1	1	K562	NA	NA
chrX	47434105	47434605	GATA1	-0.01503727	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	72	0.0142818321104	3858	0.00251616243117	NA	0.990403432547		285	0.999991669009	1	1	1	K562	NA	NA
chrX	47436745	47437245	GATA1	-0.00162009	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	58	0.014967114424	3858	0.00251616243117	NA	0.966121062391		285	0.999937396298	1	1	1	K562	NA	NA
chrX	47438845	47439365	GATA1	0.00749586	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	44	0.0201152055083	3858	0.00251616243117	NA	0.966121062391		285	0.994857112724	1	1	1	K562	NA	NA
chrX	47441405	47441939	GATA1	0.03514702	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	59	0.0237549064551	3858	0.00251616243117	NA	0.240132435561		285	0.992678009067	0.999999999983	1	1	K562	NA	NA
chrX	47446585	47447085	GATA1	-0.03637721	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	49	0.0180939145591	3858	0.00251616243117	NA	0.953750080879		285	0.998582629289	1	1	1	K562	NA	NA
chrX	47454985	47455485	GATA1	-0.04920592	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	7	0.0359509012832	3858	0.00251616243117	NA	0.966121062391		285	0.290950465993	0.98693161351	0.999847822814	1	K562	NA	NA
chrX	47467865	47468365	GATA1	0.02798587	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	54	0.0276869944234	3858	0.00251616243117	NA	0.527542006862		285	0.978690847414	0.999999990693	1	1	K562	NA	NA
chrX	47479006	47479645	GATA1	-0.00309752	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	73	0.0155553074055	3858	0.00251616243117	NA	0.966121062391		285	0.999964946431	1	1	1	K562	NA	NA
chrX	47488305	47488805	GATA1	-0.00835689	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	33	0.0221776554742	3858	0.00251616243117	NA	0.969072295775		285	0.977318833223	0.999999999955	1	1	K562	NA	NA
chrX	47489045	47490045	GATA1	0.01648917	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	95	0.0197306937805	3858	0.00251616243117	NA	0.527542006862		285	0.999613950358	1	1	1	K562	NA	NA
chrX	47493305	47493805	GATA1	0.00707048	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	22	0.0663510907299	3858	0.00251616243117	NA	0.966121062391		285	0.683431519242	0.97633682686	0.996894167831	0.99999999996	K562	NA	NA
chrX	47507005	47507505	GATA1	0.04541731	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	25	0.051274085195	3858	0.00251616243117	NA	0.527542006862		285	0.758885217617	0.995983504579	0.99985532877	1	K562	NA	NA
chrX	47508545	47509125	GATA1	0.01086054	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	39	0.0415062012068	3858	0.00251616243117	NA	0.966121062391		285	0.87855141613	0.99982329953	0.999999101783	1	K562	NA	NA
chrX	47509425	47510405	GATA1	-0.00834471	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	142	0.0186891587564	3858	0.00251616243117	NA	0.966121062391		285	0.999938698978	1	1	1	K562	NA	NA
chrX	47517845	47518905	GATA1	-0.01813965	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	120	0.0102562543807	3858	0.00251616243117	NA	0.966121062391		285	0.99999999999	1	1	1	K562	NA	NA
chrX	47521565	47522065	GATA1	-0.01387595	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	19	0.0281032794151	3858	0.00251616243117	NA	0.999247758404		285	0.832253214417	0.999996716097	0.99999999983	1	K562	NA	NA
chrX	47522405	47522905	GATA1	0.03349154	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	5	0.094929145484	3858	0.00251616243117	NA	0.966121062391		285	0.329542244343	0.729688079362	0.872521917456	0.999918706615	K562	NA	NA
chrX	47524065	47524605	GATA1	-0.00367084	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	24	0.0265782556289	3858	0.00251616243117	NA	0.966121062391		285	0.90609422999	0.999999793436	0.999999999998	1	K562	NA	NA
chrX	47535285	47536065	GATA1	-0.03081506	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	7	0.0528156134204	3858	0.00251616243117	NA	0.966121062391		285	0.353443519702	0.935138405916	0.993068843806	1	K562	NA	NA
chrX	47542805	47543305	GATA1	-0.01388888	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	42	0.0157821842479	3858	0.00251616243117	NA	0.999247758404		285	0.999288065346	1	1	1	K562	NA	NA
chrX	47544885	47545405	GATA1	-0.06628801	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	22	0.0266244834326	3858	0.00251616243117	NA	0.711288224302		285	0.886446205079	0.999999623409	0.999999999995	1	K562	NA	NA
chrX	47565865	47566925	GATA1	-0.04886582	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	61	0.0144767401668	3858	0.00251616243117	NA	0.567276759732		285	0.999972383436	1	1	1	K562	NA	NA
chrX	47570625	47571185	GATA1	-0.02003157	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	31	0.0214184655721	3858	0.00251616243117	NA	0.966121062391		285	0.976764513097	0.999999999983	1	1	K562	NA	NA
chrX	47571945	47572585	GATA1	0.03923591	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	9	0.0395807000749	3858	0.00251616243117	NA	0.953750080879		285	0.442615389092	0.991274203408	0.999862484834	1	K562	NA	NA
chrX	47612005	47612505	GATA1	0.01105885	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	17	0.0345310031477	3858	0.00251616243117	NA	0.966121062391		285	0.746641052236	0.999809022349	0.999999707937	1	K562	NA	NA
chrX	47632105	47632605	GATA1	-0.02735355	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	39	0.01519901738	3858	0.00251616243117	NA	0.966121062391		285	0.999289468077	1	1	1	K562	NA	NA
chrX	47655645	47656365	GATA1	-0.02490596	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	15	0.0234054275638	3858	0.00251616243117	NA	0.966121062391		285	0.779086653455	0.99999973778	1	1	K562	NA	NA
chrX	47661905	47662425	GATA1	-0.03051975	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	18	0.0228679858302	3858	0.00251616243117	NA	0.966121062391		285	0.863538458279	0.999999973812	1	1	K562	NA	NA
chrX	47674165	47674665	GATA1	0.00837237	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	38	0.0160722521538	3858	0.00251616243117	NA	0.966121062391		285	0.998559008701	1	1	1	K562	NA	NA
chrX	47676765	47677285	GATA1	0.02231264	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	25	0.0224747459955	3858	0.00251616243117	NA	0.929145142314		285	0.946738872934	0.999999999209	1	1	K562	NA	NA
chrX	47691105	47691705	GATA1	-0.03549121	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	20	0.0219511309506	3858	0.00251616243117	NA	0.966121062391		285	0.905719743105	0.999999997402	1	1	K562	NA	NA
chrX	47695565	47696550	GATA1	-0.01076808	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	102	0.018322382511	3858	0.00251616243117	NA	0.975524242005		285	0.999882992126	1	1	1	K562	NA	NA
chrX	47696825	47697325	GATA1	-0.04851941	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	10	0.0201943314134	3858	0.00251616243117	NA	0.966121062391		285	0.494927751683	0.999999523672	1	1	K562	NA	NA
chrX	47740185	47740725	GATA1	-0.03039546	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	15	0.0298050315223	3858	0.00251616243117	NA	0.966121062391		285	0.727164965098	0.9999605154	0.999999990404	1	K562	NA	NA
chrX	47795865	47796365	GATA1	-0.00852536	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	18	0.0203800060699	3858	0.00251616243117	NA	0.981242852345		285	0.890451347261	0.999999999465	1	1	K562	NA	NA
chrX	47799825	47800345	GATA1	-0.0954285	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	5	0.0548670106181	3858	0.00251616243117	NA	0.929145142314		285	0.223288346359	0.85532320778	0.975573845737	0.999999999965	K562	NA	NA
chrX	47818245	47818745	GATA1	-0.00460516	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	32	0.025037551092	3858	0.00251616243117	NA	0.966121062391		285	0.959054235158	0.999999994476	1	1	K562	NA	NA
chrX	47863127	47863983	GATA1	-0.02354755	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	52	0.0173165267135	3858	0.00251616243117	NA	0.966121062391		285	0.999293894922	1	1	1	K562	NA	NA
chrX	47884985	47885485	GATA1	0.06315883	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	30	0.0546930104702	3858	0.00251616243117	NA	0.130619421031		285	0.774854827717	0.995079782219	0.999762626228	1	K562	NA	NA
chrX	47885945	47886505	GATA1	0.00681756	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	44	0.0378791261645	3858	0.00251616243117	NA	0.966121062391		285	0.912668789931	0.999967177917	0.999999944774	1	K562	NA	NA
chrX	47942525	47943025	GATA1	-0.01072866	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	36	0.0179623808193	3858	0.00251616243117	NA	0.987632519511		285	0.99526145974	1	1	1	K562	NA	NA
chrX	48310005	48310525	GATA1	-0.0031032	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	19	0.0210678305573	3858	0.00251616243117	NA	0.966121062391		285	0.900239420456	0.999999998989	1	1	K562	NA	NA
chrX	48325705	48326225	GATA1	-0.05252903	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	48	0.0151372840685	3858	0.00251616243117	NA	0.595262159861		285	0.99978987357	1	1	1	K562	NA	NA
chrX	48326465	48327005	GATA1	-0.01888453	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	41	0.0264884435397	3858	0.00251616243117	NA	0.966121062391		285	0.970383171247	0.99999999173	1	1	K562	NA	NA
chrX	48327665	48328225	GATA1	-0.03011348	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	41	0.0154344215399	3858	0.00251616243117	NA	0.966121062391		285	0.999364480199	1	1	1	K562	NA	NA
chrX	48328394	48328985	GATA1	-0.02310479	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	65	0.0147723098938	3858	0.00251616243117	NA	0.966121062391		285	0.999972927219	1	1	1	K562	NA	NA
chrX	48329085	48329585	GATA1	-0.0337003	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	FlowFISH Screen	Fulco2019		NA	37	0.0193271724316	3858	0.00251616243117	NA	0.966121062391		285	0.992856911328	1	1	1	K562	NA	NA
